16560,2,0,85,0,85,0,42.5,60.1040764,0,0,0,0,5132.850242,120.7729469,16560,0,16560,16560,16560,16560,0,16560,16560,0,0,0,0,0,1,0,0,0,64,0,120.7729469,0,0,85,56.66666667,49.07477288,2408.333333,0,1,0,0,1,0,0,0,0,85,42.5,0,64,0,0,0,0,0,0,2,85,0,0,1550,-1,0,32,0,0,0,0,0,0,0,0
156,2,0,0,0,0,0,0,0,0,0,0,0,0,12820.51282,156,0,156,156,156,156,0,156,156,0,0,0,0,0,0,0,0,0,64,0,12820.51282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,509,-1,0,32,0,0,0,0,0,0,0,0
37181,1,1,0,0,0,0,0,0,0,0,0,0,0,53.79091471,37181,0,37181,37181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.89545736,26.89545736,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1546,340,0,32,0,0,0,0,0,0,0,0
2496023,1,3,31,31,31,31,31,0,31,0,10.33333333,17.89785834,24.8395147,1.602549335,832007.6667,1378250.793,2422921,201,0,0,0,0,0,2423122,1211561,1713121.741,2422921,201,1,0,0,0,32,96,0.400637334,1.201912002,0,31,18.6,16.97939928,288.3,0,1,0,0,1,0,0,0,3,23.25,31,10.33333333,32,0,0,0,0,0,0,1,31,3,31,124,1550,0,32,0,0,0,0,0,0,0,0
52,2,0,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,52,52,0,52,52,0,0,0,0,0,0,0,0,0,64,0,38461.53846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,124,-1,0,32,0,0,0,0,0,0,0,0
10339710,11,9,794,5835,470,0,72.18181818,147.874148,1448,0,648.3333333,696.8780381,641.1204956,1.934290227,544195.2632,2307141.614,1.01E+07,13,268806,26880.6,36285.62747,113846,13,1.03E+07,1289497.125,3551254.843,1.01E+07,18,0,0,0,0,360,296,1.063859625,0.870430602,0,1448,315.6666667,540.9049208,292578.1333,0,0,0,1,0,0,0,0,0,331.45,72.18181818,648.3333333,360,0,0,0,0,0,0,11,794,9,5835,65535,61,3,32,268806,0,268806,268806,1.01E+07,0,1.01E+07,1.01E+07
10356104,26,24,794,27852,470,0,30.53846154,100.3458941,1448,0,1160.5,521.360261,2766.098139,4.828070479,211349.0612,1434243.995,1.00E+07,5,310475,12419,23003.93701,85497,8,1.03E+07,449209.5217,2094933.204,1.01E+07,5,0,0,0,0,840,776,2.510596649,2.31747383,0,1448,561.6862745,674.684237,455198.8196,0,0,0,1,0,0,0,0,0,572.92,30.53846154,1160.5,840,0,0,0,0,0,0,26,794,24,27852,65535,61,3,32,310475,0,310475,310475,1.00E+07,0,1.00E+07,1.00E+07
10400703,110,108,793,149408,469,0,7.209090909,49.70778749,1448,0,1383.407407,274.206077,14441.42766,20.96012164,47929.50691,679877.7649,1.00E+07,3,384384,3526.458716,12425.04398,93865,5,1.04E+07,96980.84112,968547.9885,1.00E+07,3,0,0,0,0,3528,3464,10.57620817,10.38391347,0,1448,685.8493151,716.7624139,513748.3579,0,0,0,1,0,0,0,0,0,688.9954128,7.209090909,1383.407407,3528,0,0,0,0,0,0,110,793,108,149408,65535,61,3,32,384384,0,384384,384384,1.00E+07,0,1.00E+07,1.00E+07
10404459,99,97,791,134050,467,0,7.98989899,52.18188265,1448,0,1381.958763,277.9626368,12959.9242,18.83807702,53356.2,718229.1744,1.00E+07,2,373896,3815.265306,14164.88746,114272,5,1.04E+07,108127.8854,1023973.736,1.00E+07,3,0,0,0,0,3176,3112,9.515151148,9.322925872,0,1448,684.4720812,716.5930985,513505.6689,0,0,0,1,0,0,0,0,0,687.9642857,7.98989899,1381.958763,3176,0,0,0,0,0,0,99,791,97,134050,65535,61,3,32,373896,0,373896,373896,1.00E+07,0,1.00E+07,1.00E+07
36052,1,1,0,0,0,0,0,0,0,0,0,0,0,55.47542439,36052,0,36052,36052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.73771219,27.73771219,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,2078,350,0,32,0,0,0,0,0,0,0,0
36578,1,2,31,0,31,31,31,0,0,0,0,0,847.5039641,82.01651266,18289,25550.59643,36356,222,0,0,0,0,0,222,222,0,222,222,1,0,0,0,32,64,27.33883755,54.67767511,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,2,20.66666667,31,0,32,0,0,0,0,0,0,1,31,2,0,1386,562,0,32,0,0,0,0,0,0,0,0
3555783,3,0,0,0,0,0,0,0,0,0,0,0,0,0.84369603,1777891.5,2453235.56,3512591,43192,3555783,1777891.5,2453235.56,3512591,43192,0,0,0,0,0,0,0,0,0,96,0,0.84369603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,1550,-1,0,32,0,0,0,0,0,0,0,0
3540918,3,0,0,0,0,0,0,0,0,0,0,0,0,0.84723792,1770459,2455042.217,3506436,34482,3540918,1770459,2455042.217,3506436,34482,0,0,0,0,0,0,0,0,0,96,0,0.84723792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,2274,-1,0,32,0,0,0,0,0,0,0,0
3496634,3,0,0,0,0,0,0,0,0,0,0,0,0,0.857967977,1748317,2429525.562,3466251,30383,3496634,1748317,2429525.562,3466251,30383,0,0,0,0,0,0,0,0,0,96,0,0.857967977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,6030,-1,0,32,0,0,0,0,0,0,0,0
