250840,6,7,1079,201,537,0,179.8333333,260.0041666,137,0,28.71428571,50.07898523,5102.854409,51.82586509,20903.33333,33845.12514,116287,2,99882,19976.4,27901.22515,61367,337,216069,36011.5,46888.53642,116287,2,0,0,0,0,200,232,23.91963004,27.90623505,0,537,91.42857143,183.1017852,33526.26374,0,0,0,1,0,0,0,0,1,98.46153846,179.8333333,28.71428571,200,0,0,0,0,0,0,6,1079,7,201,65535,122,3,32,0,0,0,0,0,0,0,0
27166,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,1141.132298,110.4321578,13583,18813.28302,26886,280,280,280,0,280,280,0,0,0,0,0,1,0,0,0,64,32,73.62143856,36.81071928,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0,64,0,0,0,0,0,0,2,31,1,0,1369,122,0,32,0,0,0,0,0,0,0,0
11626,2,0,85,0,85,0,42.5,60.1040764,0,0,0,0,7311.199037,172.0282126,11626,0,11626,11626,11626,11626,0,11626,11626,0,0,0,0,0,1,0,0,0,64,0,172.0282126,0,0,85,56.66666667,49.07477288,2408.333333,0,1,0,0,1,0,0,0,0,85,42.5,0,64,0,0,0,0,0,0,2,85,0,0,1550,-1,0,32,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,125000,16,0,16,16,16,16,0,16,16,0,0,0,0,0,0,0,0,0,64,0,125000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,509,-1,0,32,0,0,0,0,0,0,0,0
37180,1,1,0,0,0,0,0,0,0,0,0,0,0,53.79236148,37180,0,37180,37180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.89618074,26.89618074,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1546,340,0,32,0,0,0,0,0,0,0,0
36789,1,1,23,0,23,23,23,0,0,0,0,0,625.1868765,54.36407622,36789,0,36789,36789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,27.18203811,27.18203811,0,23,15.33333333,13.27905619,176.3333333,0,1,0,0,1,0,0,0,1,23,23,0,32,0,0,0,0,0,0,1,23,1,0,1436,383,0,32,0,0,0,0,0,0,0,0
15168448,4,3,14,22,14,0,3.5,7,19,0,7.333333333,10.21436896,2.373347623,0.46148426,2528074.667,5860516.586,1.45E+07,34241,1.52E+07,5056149.333,8170098.332,1.45E+07,104414,540290,270145,268116.5066,459732,80558,1,0,0,0,128,96,0.263705291,0.197778969,0,19,6.25,8.013381665,64.21428571,0,1,0,0,1,0,0,0,0,7.142857143,3.5,7.333333333,128,0,0,0,0,0,0,4,14,3,22,1400,33,0,32,0,0,0,0,0,0,0,0
17909374,5,2,2490,437,1428,0,498,584.141678,437,0,218.5,309.0056634,163.4339648,0.390856766,2984895.667,7141465.865,1.76E+07,130,1.79E+07,4477343.5,8723505.722,1.76E+07,130,247917,247917,0,247917,247917,1,0,0,0,160,64,0.279183404,0.111673362,0,1428,428.5,474.7898783,225425.4286,0,1,0,0,1,0,0,0,0,489.7142857,498,218.5,160,0,0,0,0,0,0,5,2490,2,437,1550,512,2,32,0,0,0,0,0,0,0,0
7856486,10,9,1290,5270,869,0,129,274.3469012,1448,0,585.5555556,688.6552314,834.9788951,2.418383995,436471.4444,1664573.098,7103270,8,7856486,872942.8889,2337667.432,7103270,10,662425,82803.125,97121.09284,222049,8,0,0,0,0,328,296,1.272833682,1.145550313,0,1448,328,541.5364108,293261.6842,0,0,0,1,0,0,0,0,0,345.2631579,129,585.5555556,328,0,0,0,0,0,0,10,1290,9,5270,65535,510,3,32,0,0,0,0,0,0,0,0
36155,1,2,0,0,0,0,0,0,0,0,0,0,0,82.97607523,18077.5,24831.46883,35636,519,0,0,0,0,0,519,519,0,519,519,0,0,0,0,32,64,27.65869174,55.31738349,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,2093,1024,0,32,0,0,0,0,0,0,0,0
