Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.217.10.106-10.42.0.151-443-34406-6,10.42.0.151,34406,172.217.10.106,443,6,13/07/2017 12:11:30,36954,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1213400443795,36954.0,0.0,36954.0,36954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.06067002218975,27.06067002218975,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,4382,383,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.151-63.251.88.56-50309-443-6,10.42.0.151,50309,63.251.88.56,443,6,13/07/2017 12:11:36,367898,10,11,1004.0,4871.0,487.0,0.0,100.4,175.46522289172987,1448.0,0.0,442.8181818181819,655.2019258490955,15969.100131014575,57.08103876617976,18394.899999999998,34589.779511021065,154324.0,5.0,338103.0,37567.0,48952.735694749485,154324.0,17.0,338931.0,33893.1,67311.73337448515,218418.0,5.0,0,0,0,0,328,360,27.18144703151417,29.899591734665588,0.0,1448.0,267.0454545454546,500.421962640171,250422.1406926407,0,0,0,1,0,0,0,0,1.0,279.76190476190476,100.4,442.8181818181818,328,0,0,0,0,0,0,10,1004,11,4871,65535,5384,3,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.151-23.194.111.184-39179-443-6,10.42.0.151,39179,23.194.111.184,443,6,13/07/2017 12:11:37,189878,9,10,831.0,5771.0,498.0,0.0,92.33333333333334,169.5582495781317,1448.0,0.0,577.1,619.1547015443267,34769.694224712715,100.06425178272364,10548.777777777777,14293.679242960981,42948.0,10.0,146868.0,18358.5,21433.282989646865,61925.0,10.0,165801.0,18422.333333333332,29563.665702175702,80409.0,14.0,0,0,0,0,296,328,47.39885610760594,52.66539567511771,0.0,1448.0,330.0999999999999,508.24909972219433,258317.14736842105,0,0,0,1,0,0,0,0,1.0,347.4736842105263,92.33333333333333,577.1,296,0,0,0,0,0,0,9,831,10,5771,65535,972,3,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.151-23.194.111.184-39179-443-6,10.42.0.151,39179,23.194.111.184,443,6,13/07/2017 12:11:37,29213,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,68.46267072878513,29213.0,0.0,29213.0,29213.0,29213.0,29213.0,0.0,29213.0,29213.0,0,0,0,0,0,0,0,0,0,64,0,68.46267072878513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1595,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.151-52.84.29.154-34314-443-6,10.42.0.151,34314,52.84.29.154,443,6,13/07/2017 12:11:37,210202,25,40,1734.0,51453.0,1166.0,0.0,69.35999999999999,250.76348086061762,1448.0,0.0,1286.3250000000003,441.5701812849232,253028.0396951504,309.2263632125289,3284.4062499999995,7955.216806317468,31623.0,5.0,210202.0,8758.41666666667,12778.62776846276,37518.0,10.0,167296.0,4289.6410256410245,14913.754768293558,85192.0,5.0,0,0,0,0,808,1288,118.93321662020342,190.29314659232548,0.0,1448.0,805.8636363636364,707.7335632167635,500886.7965034966,0,0,0,1,0,0,0,0,1.0,818.2615384615384,69.36,1286.325,808,0,0,0,0,0,0,25,1734,40,51453,65535,127,3,32,0,0,0,0,0,0,0,0,BENIGN
162.208.22.39-10.42.0.151-443-57481-6,10.42.0.151,57481,162.208.22.39,443,6,13/07/2017 12:11:37,5339123,12,10,1201.0,5107.0,486.0,0.0,100.08333333333334,171.01645765211833,1460.0,0.0,510.7,570.3122049466513,1181.4674432486383,4.120526910505714,254243.9523809524,1079100.4953316664,4963167.0,6.0,375917.0,34174.27272727273,28534.640923238927,82347.0,14.0,5297552.0,588616.8888888889,1655702.3726241868,5002680.0,6.0,0,0,0,0,260,204,2.247560133003117,1.8729667775025973,0.0,1460.0,274.26086956521743,439.3861645307322,193060.20158102765,0,0,0,1,0,0,0,0,0.0,286.72727272727275,100.08333333333333,510.7,260,0,0,0,0,0,0,12,1201,10,5107,65535,32160,4,20,0,0,0,0,0,0,0,0,BENIGN
10.42.0.151-54.235.207.188-53643-443-6,10.42.0.151,53643,54.235.207.188,443,6,13/07/2017 12:11:37,7902285,13,9,728.0,5815.0,399.0,0.0,56.00000000000001,120.94006780219698,1448.0,0.0,646.1111111111112,650.9284608243145,827.9883603286897,2.7840048796012797,376299.2857142857,1156805.106052577,4591242.0,52.0,7902285.0,658523.75,1508207.6046053127,4591242.0,73.0,3177981.0,397247.625,1028358.3675516092,2940258.0,52.0,0,0,0,0,424,296,1.6450937924916653,1.1389110871096144,0.0,1448.0,284.47826086956525,500.0792545882755,250079.26086956525,0,0,0,1,0,0,0,0,0.0,297.40909090909093,56.0,646.1111111111111,424,0,0,0,0,0,0,13,728,9,5815,65535,114,3,32,0,0,0,0,0,0,0,0,BENIGN
162.208.22.39-10.42.0.151-443-57481-6,10.42.0.151,57481,162.208.22.39,443,6,13/07/2017 12:11:42,2543264,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.179586547051348,1271632.0,1743610.7711074739,2504551.0,38713.0,2543264.0,1271632.0,1743610.7711074739,2504551.0,38713.0,0,0,0,0,0,0,0,0,0,60,0,1.179586547051348,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,60,0,0,0,0,0,0,3,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.42.0.151-52.5.149.245-36694-443-6,10.42.0.151,36694,52.5.149.245,443,6,13/07/2017 12:11:37,7759480,11,8,833.0,3477.0,499.0,0.0,75.72727272727272,156.54398162119864,1448.0,0.0,434.625,640.918969137285,555.449591982968,2.4486176908761927,431082.22222222225,1323403.5678740747,5420210.0,11.0,7759480.0,775948.0,1771274.479820737,5524516.0,11.0,5676581.0,810940.1428571428,2049869.382922924,5458883.0,15.0,0,0,0,0,360,264,1.4176207684020063,1.0309969224741864,0.0,1448.0,215.49999999999997,445.20645713386074,198208.78947368418,0,0,0,1,0,0,0,0,0.0,226.8421052631579,75.72727272727273,434.625,360,0,0,0,0,0,0,11,833,8,3477,65535,123,3,32,307329.0,0.0,307329.0,307329.0,5420210.0,0.0,5420210.0,5420210.0,BENIGN
10.42.0.151-68.67.178.132-56103-443-6,10.42.0.151,56103,68.67.178.132,443,6,13/07/2017 12:11:36,10347622,11,10,997.0,5849.0,671.0,0.0,90.63636363636364,203.90010923355226,1448.0,0.0,584.9,659.2236932770072,661.6012838505311,2.0294517909525496,517381.0999999999,2230738.2520517586,9993647.0,3.0,353930.0,35393.0,43940.92933827312,146994.0,6.0,1.0315084E7,1146120.4444444445,3321242.499434741,1.0001242E7,3.0,0,0,0,0,360,328,1.0630461762132402,0.9664056147393092,0.0,1448.0,311.18181818181824,521.3548865685616,271810.9177489177,0,0,0,1,0,0,0,0,0.0,326.0,90.63636363636364,584.9,360,0,0,0,0,0,0,11,997,10,5849,65535,62,3,32,353930.0,0.0,353930.0,353930.0,9993647.0,0.0,9993647.0,9993647.0,BENIGN
