Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.217.3.106-10.42.0.42-443-56065-6,10.42.0.42,56065,172.217.3.106,443,6,11/07/2017 02:34:24,36921,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.169713713063025,36921.0,0.0,36921.0,36921.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.084856856531513,27.084856856531513,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1637,362,0,32,0,0,0,0,0,0,0,0,BENIGN
131.253.61.98-10.42.0.42-443-52065-6,10.42.0.42,52065,131.253.61.98,443,6,11/07/2017 02:34:25,512049,8,11,997.0,11936.0,613.0,0.0,124.625,215.6206573061655,1448.0,0.0,1085.090909090909,589.9224448256659,25257.3484178272,37.105823856701214,28447.166666666664,37760.2774233484,129192.0,5.0,459695.0,65670.71428571429,73144.0203496141,181321.0,15.0,465699.0,46569.9,78428.0007231686,207754.0,5.0,0,0,0,0,264,360,15.623504781768933,21.48231907493228,0.0,1448.0,646.6500000000001,669.5757710355824,448331.7131578947,0,0,0,1,0,0,0,0,1.0,680.6842105263158,124.625,1085.090909090909,264,0,0,0,0,0,0,8,997,11,11936,65535,257,3,32,0,0,0,0,0,0,0,0,BENIGN
131.253.61.98-10.42.0.42-443-52065-6,10.42.0.42,52065,131.253.61.98,443,6,11/07/2017 02:34:26,9702,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,412.28612657184084,3234.0,5181.654272527259,9214.0,73.0,9702.0,3234.0,5181.654272527259,9214.0,73.0,0,0,0,0,0,0,0,0,0,128,0,412.28612657184084,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,1595,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.6.197-10.42.0.42-443-48998-6,10.42.0.42,48998,172.217.6.197,443,6,11/07/2017 02:34:36,36583,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.670202006396416,36583.0,0.0,36583.0,36583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.335101003198208,27.335101003198208,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,2495,460,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-77.234.44.67-44898-80-6,10.42.0.42,44898,77.234.44.67,80,6,11/07/2017 02:34:37,54889,5,3,131.0,495.0,131.0,0.0,26.2,58.58498101049449,495.0,0.0,165.0,285.78838324886476,11404.835212884185,145.7486928164113,7841.285714285714,11093.784892366322,24216.0,52.0,54889.0,13722.25,15514.344424327657,27200.0,52.0,27343.0,13671.5,18467.50780424906,26730.0,613.0,0,0,0,0,168,104,91.09293301025707,54.65575980615424,0.0,495.0,69.55555555555556,165.31947186516712,27330.52777777778,0,0,0,1,0,0,0,0,0.0,78.25,26.2,165.0,168,0,0,0,0,0,0,5,131,3,495,65535,1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-77.234.44.67-47321-80-6,10.42.0.42,47321,77.234.44.67,80,6,11/07/2017 02:34:37,56209,5,3,131.0,495.0,131.0,0.0,26.2,58.58498101049449,495.0,0.0,165.0,285.78838324886476,11137.006529203509,142.32596203454963,8029.857142857143,10954.885415931582,24122.0,614.0,56209.0,14052.25,15442.4595919821,27807.0,627.0,28757.0,14378.5,19465.942579284467,28143.0,614.0,0,0,0,0,168,104,88.95372627159351,53.37223576295611,0.0,495.0,69.55555555555556,165.31947186516712,27330.52777777778,0,0,0,1,0,0,0,0,0.0,78.25,26.2,165.0,168,0,0,0,0,0,0,5,131,3,495,65535,1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-23.63.110.181-32811-443-6,10.42.0.42,32811,23.63.110.181,443,6,11/07/2017 02:34:27,20162761,5,6,560.0,167.0,517.0,0.0,112.0,227.16623868876292,144.0,0.0,27.833333333333332,57.64864843746701,36.05656983187967,0.5455602037835989,2016276.1,6279872.691508172,1.9888843E7,13.0,172943.0,43235.75,44651.722477973904,90566.0,322.0,2.0101075E7,4020215.0,8870991.061656049,1.9888843E7,13.0,0,0,0,0,168,200,0.24798191081072676,0.29757829297287214,0.0,517.0,60.583333333333336,149.65381769776258,22396.265151515152,0,0,0,1,0,0,0,0,1.0,66.0909090909091,112.0,27.833333333333332,168,0,0,0,0,0,0,5,560,6,167,65535,939,2,32,273905.0,0.0,273905.0,273905.0,1.9888843E7,0.0,1.9888843E7,1.9888843E7,BENIGN
157.240.18.15-10.42.0.42-443-56072-6,10.42.0.42,56072,157.240.18.15,443,6,11/07/2017 02:35:02,137925,3,6,2280.0,545.0,1398.0,366.0,760.0,557.5912481379169,514.0,0.0,90.83333333333333,207.67899909876942,20482.14609389161,65.25285481239804,17240.625,24540.113283808263,64782.0,8.0,38049.0,19024.5,25421.19589043757,37000.0,1049.0,102788.0,20557.6,29284.70847217025,64782.0,8.0,1,0,0,0,96,192,21.75095160413268,43.50190320826536,0.0,1398.0,319.09999999999997,439.12550724264594,192831.2111111111,0,1,0,0,1,0,0,0,2.0,354.55555555555554,760.0,90.83333333333333,96,0,0,0,0,0,0,3,2280,6,545,1403,169,2,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.42-10.42.0.42-443-33660-6,10.42.0.42,33660,172.217.10.42,443,6,11/07/2017 02:35:02,36946,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.13305905916744,36946.0,0.0,36946.0,36946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.06652952958372,27.06652952958372,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,3085,362,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.42-10.42.0.42-443-53355-6,10.42.0.42,53355,172.217.10.42,443,6,11/07/2017 02:35:02,37002,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.051132371223176,37002.0,0.0,37002.0,37002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.025566185611588,27.025566185611588,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,2949,362,0,32,0,0,0,0,0,0,0,0,BENIGN
