Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
191.239.8.125-10.42.0.211-443-54034-6,10.42.0.211,54034,191.239.8.125,443,6,25/07/2017 03:37:15,1334574,12,6,1391.0,4224.0,885.0,0.0,115.91666666666667,255.45946425761542,1448.0,0.0,704.0,629.0186006788671,4207.33507471298,13.487449927842144,78504.35294117648,146346.2125201491,607379.0,7.0,1334574.0,121324.90909090907,169990.98424707973,607379.0,277.0,618834.0,123766.8,119092.11731764617,267819.0,7.0,0,0,0,0,392,200,8.991633285228096,4.495816642614048,0.0,1448.0,295.52631578947376,481.417625170248,231762.9298245614,0,0,0,1,0,0,0,0,0.0,311.94444444444446,115.91666666666667,704.0,392,0,0,0,0,0,0,12,1391,6,4224,65535,510,4,32,0,0,0,0,0,0,0,0,BENIGN
191.239.8.125-10.42.0.211-443-54034-6,191.239.8.125,443,10.42.0.211,54034,6,25/07/2017 03:37:17,1479,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1352.2650439486138,1479.0,0.0,1479.0,1479.0,1479.0,1479.0,0.0,1479.0,1479.0,0,0,0,0,0,0,0,0,0,64,0,1352.2650439486138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,510,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.3.110-10.42.0.211-443-47241-6,10.42.0.211,47241,172.217.3.110,443,6,25/07/2017 03:37:20,37338,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.56473297980609,37338.0,0.0,37338.0,37338.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.782366489903044,26.782366489903044,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1594,349,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.211-104.46.62.41-45516-443-6,10.42.0.211,45516,104.46.62.41,443,6,25/07/2017 03:37:21,1293103,10,8,3091.0,3994.0,1428.0,0.0,309.1,491.97503324186414,1448.0,0.0,499.25,629.2237280967717,5479.068566077103,13.920004825601675,76064.88235294117,84366.49588542417,282400.0,6.0,841740.0,93526.66666666667,96499.20461718843,304701.0,903.0,1173552.0,167650.2857142857,135513.11990937052,358460.0,6.0,0,0,0,0,328,264,7.733336014223152,6.186668811378522,0.0,1448.0,372.8947368421052,540.4363355183829,292071.43274853803,0,0,0,1,0,0,0,0,0.0,393.6111111111111,309.1,499.25,328,0,0,0,0,0,0,10,3091,8,3994,65535,513,5,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.211-104.46.62.41-45516-443-6,10.42.0.211,45516,104.46.62.41,443,6,25/07/2017 03:37:22,23437,2,0,85.0,0.0,85.0,0.0,42.5,60.10407640085654,0,0,0,0,3626.7440372061274,85.33515381661475,23437.0,0.0,23437.0,23437.0,23437.0,23437.0,0.0,23437.0,23437.0,0,0,0,0,0,1,0,0,0,64,0,85.33515381661475,0.0,0.0,85.0,56.66666666666667,49.074772881118186,2408.333333333333,0,1,0,0,1,0,0,0,0.0,85.0,42.5,0.0,64,0,0,0,0,0,0,2,85,0,0,1550,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.211-13.91.108.91-51836-443-6,10.42.0.211,51836,13.91.108.91,443,6,25/07/2017 03:37:16,8126005,10,6,1213.0,4263.0,850.0,0.0,121.3,265.5468362120366,1448.0,0.0,710.5,639.0285596121663,673.8858762700737,1.9689872206576295,541733.6666666666,1923545.7109254054,7492503.0,6.0,8126005.0,902889.4444444445,2471755.890511698,7492503.0,1186.0,491128.0,98225.6,110315.52365510486,268703.0,6.0,0,0,0,0,328,200,1.2306170129110185,0.7383702077466111,0.0,1448.0,322.1176470588235,505.5013454918964,255531.61029411762,0,0,0,1,0,0,0,0,0.0,342.25,121.3,710.5,328,0,0,0,0,0,0,10,1213,6,4263,65535,1025,4,32,612914.0,0.0,612914.0,612914.0,7492503.0,0.0,7492503.0,7492503.0,BENIGN
10.42.0.211-13.91.108.91-51836-443-6,13.91.108.91,443,10.42.0.211,51836,6,25/07/2017 03:37:24,54,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37037.03703703704,54.0,0.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,0,0,0,0,0,0,0,0,0,64,0,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1025,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.211-23.99.113.163-40809-443-6,10.42.0.211,40809,23.99.113.163,443,6,25/07/2017 03:37:16,8706161,10,6,1438.0,4026.0,917.0,0.0,143.79999999999998,286.04770386928277,1448.0,0.0,671.0,645.7268772476488,627.6015341319785,1.8377790164918844,580410.7333333333,1938232.227952149,7577416.0,7.0,8706161.0,967351.2222222222,2481238.6385780075,7577416.0,1069.0,837819.0,167563.8,155573.7497417222,323461.0,7.0,0,0,0,0,328,200,1.1486118853074276,0.6891671311844566,0.0,1448.0,321.4117647058824,498.3260803459329,248328.88235294117,0,0,0,1,0,0,0,0,0.0,341.5,143.8,671.0,328,0,0,0,0,0,0,10,1438,6,4026,65535,510,4,32,1108282.0,0.0,1108282.0,1108282.0,7577416.0,0.0,7577416.0,7577416.0,BENIGN
10.42.0.211-23.99.113.163-40809-443-6,23.99.113.163,443,10.42.0.211,40809,6,25/07/2017 03:37:24,535,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3738.3177570093458,535.0,0.0,535.0,535.0,535.0,535.0,0.0,535.0,535.0,0,0,0,0,0,0,0,0,0,64,0,3738.3177570093458,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,509,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.74-10.42.0.211-443-51085-6,10.42.0.211,51085,172.217.10.74,443,6,25/07/2017 03:37:12,19172234,54,72,8259.0,82614.0,1368.0,0.0,152.94444444444443,405.11379331564507,1418.0,0.0,1147.4166666666665,520.5138509339445,4739.82322560845,6.572004076311607,153377.872,1553485.422435103,1.7353388E7,9.0,1.9172234E7,361740.2641509434,2382975.387721902,1.7353388E7,11.0,1744708.0,24573.35211267606,126279.12163662333,1022653.0,9.0,0,0,0,0,1748,2324,2.8165731755621177,3.75543090074949,0.0,1418.0,715.5354330708665,684.1027584010998,467996.5840519935,0,0,0,1,0,0,0,0,1.0,721.2142857142857,152.94444444444446,1147.4166666666667,1748,0,0,0,0,0,0,54,8259,72,82614,65535,484,10,32,0,0,0,0,0,0,0,0,BENIGN
